Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
CVS # 6895,78723,10/13/2023,94,"1701 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.31372, -97.69238)",2804095,Routine Inspection
Ike's Love & Sandwiches,78745,12/07/2024,100,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23002, -97.81698)",12183152,Routine Inspection
IHOP,78729,01/04/2022,82,"13201 N FM 620 RD
AUSTIN, TX 78729
(30.46984, -97.79036)",2802880,Routine Inspection
MN - McDonald's of Manor,78653,06/13/2023,97,"12609 LEXINGTON ST
MANOR, TX 78653
(30.34951, -97.55643)",11024988,Routine Inspection
Walnut Creek Pub,78753,09/12/2024,85,"11806 N LAMAR BLVD
AUSTIN, TX 78753
(30.38885, -97.68346)",12393322,Routine Inspection
C-Mart #10,78748,04/16/2024,91,"3008 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17932, -97.84022)",2803805,Routine Inspection
HEB Central Mkt #061 Grocery/Market/Seafood,78756,11/13/2024,99,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.30751, -97.74011)",2803469,Routine Inspection
Burger King,78741,01/17/2024,92,"3001 MONTOPOLIS DR
AUSTIN, TX 78741
(30.21338, -97.71095)",10840105,Routine Inspection
Fairmont Austin - Gold Lounge (Level 35),78701,02/08/2022,93,"101 RED RIVER ST
AUSTIN, TX 78701
(30.26204, -97.73881)",11853714,Routine Inspection
Starbucks #6374,78726,10/26/2023,93,"7710 N FM
AUSTIN, TX 78726",12392845,Routine Inspection
Waffle House #1623,78744,09/21/2022,72,"7809 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.21829, -97.68818)",11957552,Routine Inspection
Onion Creek Ballroom,78747,10/18/2024,93,"9941 OLD LOCKHART RD
AUSTIN, TX 78747
(30.14463, -97.76557)",11776053,Routine Inspection
BC - Honey Mama's,78738,05/22/2024,98,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.30786, -97.93755)",12396335,Routine Inspection
Iglesia de Cristo,78754,08/29/2023,90,"8135 EXCHANGE DR
AUSTIN, TX 78754
(30.33203, -97.67261)",11343917,Routine Inspection
Casa Linda Taqueria,78745,03/29/2022,100,"623 W DITTMAR RD
AUSTIN, TX 78745
(30.18335, -97.79241)",11048159,Routine Inspection
Wingstop #188,78753,07/14/2023,100,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36731, -97.69624)",2802892,Routine Inspection
Chi'Lantro,78756,12/19/2023,85,"5222 BURNET RD
AUSTIN, TX 78756
(30.3243, -97.73995)",11300211,Routine Inspection
Godinez Bakery,78753,11/15/2022,90,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36731, -97.69624)",12186270,Routine Inspection
Honey Mama's,78749,10/14/2022,99,"4301 WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22263, -97.84042)",12396340,Routine Inspection
Hacienda Jalisco Restaurant,78758,08/05/2022,80,"8766 RESEARCH BLVD
UNIT DB AUSTIN, TX 78758
(30.36621, -97.71968)",12394425,Routine Inspection
Cafe Blue III LLC,78701,03/24/2022,81,"340 E 2ND ST
AUSTIN, TX 78701
(30.26338, -97.74091)",11606337,Follow-Up Inspection
Tacodeli R&D,78703,05/24/2023,94,"509 HEARN ST
AUSTIN, TX 78703
(30.27905, -97.77285)",12394129,Routine Inspection
DK Cafe,78702,10/04/2023,95,"2910 E 5TH ST
AUSTIN, TX 78702
(30.2564, -97.70982)",12185663,Routine Inspection
PF - Highland Park Elementary School,78660,09/17/2024,100,"428 KINGSTON LACY BLVD
PFLUGERVILLE, TX 78660
(30.47744, -97.61472)",12392621,Routine Inspection
Pho Thai Son,78749,05/26/2022,81,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.21442, -97.83239)",2802907,Routine Inspection
LW - Taco Bell #30169,78734,09/30/2024,95,"1703 S FM 620 RD
LAKEWAY, TX 78734
(30.34492, -97.96574)",11066788,Routine Inspection
Curry Kitchen/Kebab Kitchen,78660,11/17/2022,82,"15424 FM 1825 RD
PFLUGERVILLE, TX 78660
(30.44855, -97.66321)",12394086,Routine Inspection
Rob Roy Chevron,78746,04/19/2022,87,"7110 FM 2244 RD
AUSTIN, TX 78746
(30.30431, -97.83992)",2803512,Routine Inspection
WL - Juiceland,78746,12/15/2022,96,"701 S CAPITAL OF TEXAS HWY NB UNIT E-580 WEST LAKE HILLS
TX 78746
(30.29182, -97.82749)",11113295,Routine Inspection
Sam's Town Point,78748,07/25/2022,91,"2115 ALLRED DR
AUSTIN, TX 78748
(30.17267, -97.8276)",11693851,Routine Inspection
LW - Kwik Chek #64,78734,08/07/2023,96,"2103 S FM 620 RD
LAKEWAY, TX 78734
(30.3428, -97.96663)",11901661,Routine Inspection
Paul Martin's American Grill,78758,09/16/2024,73,"3120 PALM WAY
AUSTIN, TX 78758
(30.40288, -97.72253)",11606623,Routine Inspection
Parmer Lane 3.5 Juice Bar,78727,03/25/2024,100,"5505 W PARMER LN
AUSTIN, TX 78727
(30.43574, -97.73567)",11392325,Routine Inspection
Residence Inn,78730,08/18/2022,90,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.39391, -97.84767)",11605927,Routine Inspection
iFratelli Pizza Arboretum,78759,02/10/2022,75,"10001 RESEARCH BLVD
AUSTIN, TX 78759
(30.39154, -97.74455)",11606701,Routine Inspection
Slurp Lab,78703,11/30/2022,87,"507 PRESSLER ST
AUSTIN, TX 78703
(30.2728, -97.76077)",12088876,Routine Inspection
Poke - Poke,78756,06/29/2022,70,"2320 HANCOCK DR
AUSTIN, TX 78756
(30.32482, -97.74326)",11650922,Routine Inspection
Hotel Indigo Austin Downtown,78701,04/24/2023,86,"810 RED RIVER ST
AUSTIN, TX 78701
(30.26911, -97.73622)",11856205,Routine Inspection
Williams-Sonoma #6298,78756,06/06/2022,96,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.30751, -97.74011)",12393437,Routine Inspection
Longhorn Village - Assisted Living,78732,02/01/2024,99,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.35068, -97.91141)",10260618,Routine Inspection
7-Eleven Convenience Store #36589B,78729,11/08/2023,97,"10207 LAKE CREEK PKWY
AUSTIN, TX 78729
(30.46125, -97.79285)",12392809,Routine Inspection
Starbucks Coffee #14500,78749,01/11/2023,96,"7015 W US 290 HWY
EB UNIT HP AUSTIN, TX 78749
(30.23391, -97.87415)",10220716,Routine Inspection
Jimmy John's,78701,02/28/2024,87,"515 CONGRESS AVE
AUSTIN, TX 78701
(30.26725, -97.74312)",12398692,Routine Inspection
Conservatory at North Austin,78728,12/21/2023,90,"14320 TANDEM BLVD
AUSTIN, TX 78728
(30.44419, -97.69457)",11156047,Routine Inspection
Whataburger #321,78745,09/12/2023,95,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19086, -97.77333)",2800015,Routine Inspection
Rudy's,78746,07/19/2022,94,"2451 S CAPITAL OF TEXAS HWY
NB AUSTIN, TX 78746
(30.26336, -97.81591)",12394579,Routine Inspection
Brookdale Northwest Hills,78731,05/11/2023,88,"5715 MESA DR
AUSTIN, TX 78731
(30.34225, -97.76898)",10642406,Routine Inspection
Club Corona Bar,78753,11/05/2024,96,"10503 N LAMAR BLVD
AUSTIN, TX 78753
(30.37402, -97.69042)",11706205,Routine Inspection
Taqueria La Escondida #2,78737,03/01/2024,89,"10900 W US 290 HWY
AUSTIN, TX 78737
(30.22191, -97.95649)",10001611,Routine Inspection
Taverna,78701,03/02/2022,87,"258 W 2ND ST
AUSTIN, TX 78701
(30.26491, -97.74639)",2802849,Routine Inspection
Sustainable Food Center,78702,12/13/2022,100,"2921 E 17TH ST
AUSTIN, TX 78702
(30.27939, -97.71011)",10979756,Routine Inspection
Jersey Mike's Subs,78751,02/20/2024,93,"4601 N LAMAR BLVD
AUSTIN, TX 78751
(30.3153, -97.73559)",11414167,Routine Inspection
El Huarache Mexican Restaurant,78728,09/26/2022,81,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43581, -97.68452)",12094553,Routine Inspection
Choo Sando,78756,12/15/2022,96,"5222 BURNET RD
AUSTIN, TX 78756
(30.3243, -97.73995)",12397317,Routine Inspection
Friends,78701,11/29/2023,82,"208 E 6TH ST
AUSTIN, TX 78701
(30.26752, -97.74086)",2801887,Routine Inspection
McDonald's 10919,78741,08/23/2024,93,"2426 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23563, -97.72423)",12398075,Routine Inspection
Workhorse Bar,78751,10/04/2023,77,"100 E NORTH LOOP BLVD
AUSTIN, TX 78751
(30.31769, -97.72195)",12396704,Routine Inspection
Texas Republic Company,78744,11/28/2022,95,"5317 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.1927, -97.73886)",12170844,Routine Inspection
PF - Baris Pasta Pizza,78660,10/18/2023,91,"1501 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44691, -97.63713)",12392359,Routine Inspection
OOB - Accent Food Services,78754,08/23/2023,100,"12100 SAMSUNG BLVD
AUSTIN, TX 78754
(30.37325, -97.63596)",11621524,Routine Inspection
PF - Sonic Drive-In #2767,78660,06/17/2022,88,"2014 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44633, -97.64698)",12392738,Routine Inspection
Vivo,78752,09/28/2022,87,"6406 N IH
AUSTIN, TX 78752",11223207,Routine Inspection
Billy's on Burnet,78756,06/16/2022,78,"2105 HANCOCK DR
AUSTIN, TX 78756
(30.3221, -97.73972)",2802504,Routine Inspection
BC - Simply Pho House,78738,07/02/2024,80,"12913 GALLERIA CIR
BEE CAVE, TX 78738
(30.30879, -97.9428)",12394373,Routine Inspection
Eurasia Sushi Bar & Seafood,78736,08/17/2022,72,"7101 W SH
AUSTIN, TX 78736",11673927,Routine Inspection
OOB - BC - Schlotzsky's,78738,07/08/2022,100,"3944 S FM 620 RD
AUSTIN, TX 78738
(30.31133, -97.94667)",11868953,Routine Inspection
Subway 15343,78719,04/30/2024,90,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.21081, -97.66761)",12084055,Routine Inspection
Joe's Bakery,78702,08/10/2022,95,"2305 E 7TH ST
AUSTIN, TX 78702
(30.26101, -97.71652)",2800556,Routine Inspection
Which Wich,78723,03/01/2022,89,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.30659, -97.71029)",10065180,Routine Inspection
Rositas Al Pastor,78741,06/29/2022,76,"1801 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2428, -97.72951)",12394604,Routine Inspection
Whole Foods Market,78759,03/03/2022,99,"9607 RESEARCH BLVD
AUSTIN, TX 78759
(30.38844, -97.7417)",2803492,Routine Inspection
LW - Brookdale Assisted Living Facility,78734,05/02/2022,92,"1915 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34747, -97.97623)",10642459,Routine Inspection
Shack Food Corner,78721,01/27/2022,70,"1167 WEBBERVILLE RD
AUSTIN, TX 78721
(30.27764, -97.68584)",10189322,Routine Inspection
Liberal Arts and Science Academy (LASA),78721,04/05/2024,99,"1012 ARTHUR STILES RD
AUSTIN, TX 78721
(30.25736, -97.68121)",2800116,Routine Inspection
Pupuseria Usuluteca,78753,02/15/2024,94,"9306 N LAMAR BLVD
AUSTIN, TX 78753
(30.36198, -97.69844)",12393533,Routine Inspection
Favorite Pizza,78703,04/25/2022,91,"801 W 6TH ST
AUSTIN, TX 78703
(30.27028, -97.75074)",12394308,Routine Inspection
Mour,78741,10/11/2023,94,"1414 SHORE DISTRICT DR
AUSTIN, TX 78741
(30.24353, -97.72832)",11508734,Routine Inspection
BC - Baguette et Chocolat,78738,11/14/2024,100,"12101 FM 2244 RD
BEE CAVE, TX 78738
(30.30757, -97.92663)",12396522,Routine Inspection
Tyson's Tacos,78751,08/22/2023,72,"4905 AIRPORT BLVD
AUSTIN, TX 78751
(30.30959, -97.71527)",10933597,Routine Inspection
Higher Ground,78701,06/15/2022,74,"720 CONGRESS AVE
AUSTIN, TX 78701
(30.2697, -97.7422)",12394443,Routine Inspection
"Terry Black's Barbecue, LLC",78704,04/10/2023,93,"1003 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.2598, -97.75506)",11156887,Routine Inspection
Metcalf BBQ,78703,12/15/2022,93,"1621 W 5TH ST
AUSTIN, TX 78703
(30.27463, -97.76506)",12026239,Routine Inspection
Tucci's Southside Subs,78745,07/09/2024,93,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19086, -97.77333)",12398912,Routine Inspection
PF - Heritage Lakes Assisted Living & Memory Care,78660,01/30/2024,90,"19005 PLEASANT BAY DR
PFLUGERVILLE, TX 78660
(30.45445, -97.5607)",12394885,Routine Inspection
Circle K #2741307,78749,01/24/2022,91,"4600 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2237, -97.84198)",2803530,Routine Inspection
Clayton Elementary,78739,10/15/2024,100,"7525 LA CROSSE AVE
AUSTIN, TX 78739
(30.19541, -97.90652)",2802894,Routine Inspection
PF - T- Jin China Diner,78660,03/09/2022,82,"18816 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46913, -97.59581)",12392473,Routine Inspection
"Pub, The",78701,03/13/2023,81,"214 W 4TH ST
UNIT A AUSTIN, TX 78701
(30.2668, -97.74564)",12394816,Routine Inspection
7-Eleven Convenience Store #36633B,78753,02/14/2022,95,"9401 N IH
AUSTIN, TX 78753
(30.35585, -97.68446)",11459183,Routine Inspection
LW - Oceanview Bar & Grill,78734,10/20/2023,86,"1310 S FM 620 RD
AUSTIN, TX 78734
(30.34988, -97.96488)",12396190,Routine Inspection
Jeni's Splendid Ice Creams LLC,78758,01/13/2022,94,"11601 ROCK ROSE AVE
AUSTIN, TX 78758
(30.40164, -97.72256)",12186388,Routine Inspection
ABIA - Ruta Maya,78719,08/22/2024,90,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",10790198,Routine Inspection
Canteen @ JW Marriott,78701,05/25/2022,99,"110 E 2ND ST
AUSTIN, TX 78701
(30.2642, -97.74387)",11651325,Routine Inspection
Michi Ramen,78704,11/15/2022,87,"3005 S LAMAR BLVD
AUSTIN, TX 78704
(30.24117, -97.78391)",11353668,Routine Inspection
Starbucks Coffee Company #65081,78705,10/28/2022,98,"611 W 22ND ST
AUSTIN, TX 78705
(30.28519, -97.74465)",12395575,Routine Inspection
Pronto Food Mart,78751,10/11/2022,90,"4301 DUVAL ST
AUSTIN, TX 78751
(30.30482, -97.72576)",12397023,Routine Inspection
Taqueria Arandinas,78741,01/23/2023,94,"2100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24023, -97.72637)",2801526,Routine Inspection
Sonic Drive-In #3992,78759,04/27/2022,90,"11881 JOLLYVILLE RD
AUSTIN, TX 78759
(30.42383, -97.7559)",12393753,Routine Inspection
Caritas Of Austin,78701,10/27/2023,89,"611 NECHES ST
AUSTIN, TX 78701
(30.26748, -97.738)",2801462,Routine Inspection
Hilton Garden Inn Austin Downtown,78701,01/17/2023,85,"500 N IH
AUSTIN, TX 78701",10102448,Routine Inspection
Taqueria Arandas #3,78757,09/06/2022,73,"6534 BURNET RD
AUSTIN, TX 78757
(30.34151, -97.73919)",2800505,Routine Inspection
WL- Trinity Episcopal School of Austin,78746,12/13/2022,100,"3901 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.28017, -97.81019)",11402406,Routine Inspection
WL - Poke House,78746,03/27/2024,100,"3652 BEE CAVES RD
AUSTIN, TX 78746
(30.27955, -97.80645)",12394682,Routine Inspection
PF - The Springs of Austin LLC,78660,10/10/2024,97,"1020 E WELLS BRANCH PKWY
PFLUGERVILLE, TX 78660
(30.42943, -97.63604)",12396357,Routine Inspection
"Cloak Room, The",78701,09/21/2023,88,"1300 COLORADO ST
AUSTIN, TX 78701
(30.27551, -97.74197)",2800086,Routine Inspection
"Callaway House Austin, The",78705,10/24/2023,86,"505 W 22ND ST
AUSTIN, TX 78705
(30.28511, -97.7434)",10968230,Routine Inspection
First Watch The Daytime Cafe,78759,05/23/2022,90,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.39817, -97.74929)",12392430,Routine Inspection
Fibonacci Food,78752,07/27/2023,99,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.33584, -97.68806)",12396851,Routine Inspection
Javi's Best of Tex-Mex,78744,08/12/2024,100,"7709 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.21776, -97.68954)",11023674,Routine Inspection
La Mexicana Supermercado-Kitchen/Deli,78724,07/19/2023,88,"14236 FM 969 RD
AUSTIN, TX 78724
(30.24835, -97.58436)",11248234,Routine Inspection
Donut Crown,78757,11/28/2022,98,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.35698, -97.73139)",11661707,Routine Inspection
Chipotle Mexican Grill #620,78745,09/29/2023,92,"610 E STASSNEY LN
AUSTIN, TX 78745
(30.20116, -97.76848)",10179276,Routine Inspection
COTA - Commissary Grand Plaza,78617,03/25/2022,96,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.13246, -97.64184)",12395052,Routine Inspection
Dos Batos,78757,07/26/2022,92,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.35566, -97.73392)",12091100,Routine Inspection
7-Eleven Convenience Store #38613A,78724,05/01/2024,73,"6000 FM 969 RD
AUSTIN, TX 78724
(30.2859, -97.66395)",12395223,Routine Inspection
Fresh Plus,78751,07/26/2022,85,"408 E 43RD ST
AUSTIN, TX 78751
(30.30484, -97.72655)",10082195,Routine Inspection
LW - Chicken Express,78734,11/28/2023,98,"2109 S FM 620 RD
LAKEWAY, TX 78734
(30.34251, -97.96687)",2802814,Routine Inspection
Taco Zone,78748,01/03/2023,84,"9501 MANCHACA RD
AUSTIN, TX 78748
(30.17672, -97.82002)",10724213,Routine Inspection
PF - Piccadilly Market,78664,10/30/2024,79,"428 GRAND AVENUE PKWY
PFLUGERVILLE, TX 78664
(30.46561, -97.64524)",12392316,Routine Inspection
SV-Nala's,78735,09/29/2023,100,"4894 W US 290 HWY
SUNSET VALLEY, TX 78735
(30.23393, -97.81372)",11994463,Routine Inspection
7-Eleven Convenience Store # 36630B,78757,11/07/2022,84,"7844 BURNET RD
AUSTIN, TX 78757
(30.35599, -97.7317)",11848088,Routine Inspection
Cambria Hotel Austin Airport,78741,12/02/2022,80,"7800 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.21967, -97.68958)",12396248,Routine Inspection
Chipotle Mexican Grill # 3660,78741,06/02/2023,98,"1700 E OLTORF ST
AUSTIN, TX 78741
(30.23382, -97.73828)",12393300,Routine Inspection
Subway # 63381,78723,12/20/2023,94,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.31382, -97.66372)",11280513,Routine Inspection
Wild Greg's Saloon,78701,10/05/2023,88,"302 E 6TH ST
AUSTIN, TX 78701
(30.26733, -97.74018)",12394853,Routine Inspection
PF - Hendrickson Pod,78660,10/02/2024,100,"2905 FM
PFLUGERVILLE, TX 78660
(30.46782, -97.59319)",12392629,Routine Inspection
Cap Metro Child Care Ctr,78702,12/12/2023,93,"624 N PLEASANT VALLEY RD
AUSTIN, TX 78702
(30.25921, -97.71033)",2802605,Routine Inspection
Vitamix,78749,02/09/2022,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.21926, -97.84213)",11555100,Routine Inspection
Subway 66727,78749,07/05/2022,93,"8906 BRODIE LN
AUSTIN, TX 78749
(30.1952, -97.84298)",11745952,Routine Inspection
Zanzibar Marriott Hotel Austin,78701,11/17/2023,88,"304 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.26258, -97.74163)",12392883,Routine Inspection
Crepeful,78732,12/30/2022,100,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.40495, -97.87336)",12101220,Routine Inspection
Thundercloud Subs,78732,03/24/2022,93,"6920 N FM 620 RD
AUSTIN, TX 78732
(30.40303, -97.85498)",2800958,Routine Inspection
MN - Las Salsas Bar and Grille,78653,09/15/2023,81,"109 N BURNET ST
MANOR, TX 78653
(30.34161, -97.55648)",12395517,Routine Inspection
Pollos Asados Los Regios JB,78757,08/16/2023,85,"1725 OHLEN RD
AUSTIN, TX 78757
(30.3627, -97.71862)",11201901,Routine Inspection
HEB Food Store #218,78758,06/07/2023,97,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.4174, -97.70393)",2803582,Routine Inspection
PF - Taco Bell # 30092,78660,01/12/2024,97,"1712 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45458, -97.60284)",12392366,Routine Inspection
Starbucks Coffee Company #54430,78758,02/12/2024,98,"2711 W BRAKER LN
AUSTIN, TX 78758
(30.39093, -97.72235)",12392993,Routine Inspection
"Juiceland Shady Hollow, LLC",78748,09/26/2024,93,"9901 BRODIE LN
AUSTIN, TX 78748
(30.18503, -97.84753)",11202972,Routine Inspection
Sigma Chi Kitchen,78705,05/12/2022,100,"2701 NUECES ST
AUSTIN, TX 78705
(30.2923, -97.74271)",12394988,Routine Inspection
P.Terry's Burger Stand  #15,78742,07/14/2023,97,"1551 E SH
AUSTIN, TX 78742",11951123,Routine Inspection
PF - Pflugerville High School,78660,08/30/2023,95,"1301 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44505, -97.63255)",12392625,Routine Inspection
OOB - TEASPOON,78759,03/11/2024,100,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.38982, -97.73297)",12397145,Routine Inspection
"LW - Learning Experience , The",78734,05/14/2024,100,"1602 N FM 620 RD
LAKEWAY, TX 78734
(30.3801, -97.94509)",12396869,Routine Inspection
Southwest Parkway Market,78735,07/11/2023,93,"4601 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.239904, -97.831659)",2803967,Routine Inspection
IDEA Public Schools,78747,04/21/2023,94,"1700 E SLAUGHTER LN
AUSTIN, TX 78747
(30.15316, -97.76902)",11570634,Routine Inspection
Circle K Store #2704680,78746,07/01/2022,94,"8947 FM 2244 RD
AUSTIN, TX 78746
(30.31793, -97.86387)",10758576,Routine Inspection
Saffron,78731,06/29/2022,85,"3616 FAR WEST BLVD
AUSTIN, TX 78731
(30.35486, -97.7556)",11302586,Routine Inspection
7-Eleven Convenience Store #38413A,78702,09/26/2023,93,"2020 E 7TH ST
AUSTIN, TX 78702
(30.26196, -97.71887)",12395323,Routine Inspection
Shepherd's Market,78704,11/04/2024,88,"3708 SOUTHRIDGE DR
AUSTIN, TX 78704
(30.232, -97.77756)",2803908,Routine Inspection
ABIA-AUS 24 Diner,78719,08/22/2024,93,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12186457,Routine Inspection
La Michoacana,78752,06/23/2022,85,"6908 CAMERON RD
AUSTIN, TX 78752
(30.32474, -97.69347)",2801721,Routine Inspection
Asian American Cultural Center,78759,11/13/2024,95,"11713 JOLLYVILLE RD
AUSTIN, TX 78759
(30.41968, -97.75261)",2801551,Routine Inspection
Family Dollar Store #6011,78757,06/28/2023,97,"8764 RESEARCH BLVD
SB AUSTIN, TX 78757
(30.36615, -97.71972)",10403572,Routine Inspection
Employee Cafeteria,78704,01/18/2024,100,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.26062, -97.74721)",12395257,Routine Inspection
RW - Nothing Bundt Cakes,78746,03/24/2023,98,"2785 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.27064, -97.78809)",12395477,Routine Inspection
OOB - Capriotti's Sandwich Shop,78723,09/28/2023,83,"1200 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.30762, -97.70926)",12396424,Routine Inspection
Austin Achieve Public Schools,78723,05/09/2022,100,"5908 MANOR RD
AUSTIN, TX 78723
(30.30736, -97.68042)",11356592,Routine Inspection
BC - Rosie's Tamale House,78738,08/18/2022,84,"13436 W SH
BEE CAVE, TX 78738",10261963,Routine Inspection
Spec's Liquors #64,78748,03/24/2022,97,"9900 S IH
AUSTIN, TX 78748",10211522,Routine Inspection
Grey Rock Golf Club,78739,08/28/2023,92,"7401 SH
AUSTIN, TX 78739",11174208,Routine Inspection
Walgreens #11853,78729,09/29/2022,97,"13435 N US 183 HWY
AUSTIN, TX 78729
(30.45051, -97.78537)",10501111,Routine Inspection
Carve American Grille,78735,12/12/2023,88,"7415 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.25571, -97.86778)",12186252,Routine Inspection
Campbell Elementary,78722,09/01/2023,96,"2613 ROGERS AVE
AUSTIN, TX 78722
(30.28229, -97.71328)",2800454,Routine Inspection
Thrive Craft House,78705,09/06/2022,92,"519 W 37TH ST
AUSTIN, TX 78705
(30.30189, -97.73847)",12393654,Routine Inspection
Subs-N-More / AM Petroleum,78721,08/26/2024,77,"3926 ED BLUESTEIN BLVD
AUSTIN, TX 78721
(30.27531, -97.66897)",2802112,Routine Inspection
7-Eleven,78704,10/02/2024,90,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.25273, -97.76332)",10479184,Routine Inspection
Amnet Food Services LLC,78729,11/07/2023,93,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.45387, -97.77324)",12397792,Routine Inspection
McDonalds's #27171,78754,11/14/2023,91,"8500 E US 290 HWY
AUSTIN, TX 78754
(30.32887, -97.66045)",11392280,Routine Inspection
Sonic,78724,08/16/2024,96,"8602 FM 969 RD
AUSTIN, TX 78724
(30.2767, -97.63646)",12398004,Routine Inspection
Firehouse Subs,78758,07/09/2024,95,"11101 BURNET RD
AUSTIN, TX 78758
(30.39623, -97.71972)",11526780,Routine Inspection
OOB - ABIA - Admirals Club HMS Host,78719,06/07/2022,89,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12185608,Routine Inspection
Sonic Drive-In #1587,78748,10/12/2023,91,"9708 MANCHACA RD
AUSTIN, TX 78748
(30.17542, -97.82332)",12393992,Routine Inspection
"Grove Wine Bar and Kitchen, The",78701,10/27/2023,81,"800 W 6TH ST
AUSTIN, TX 78701
(30.27038, -97.75102)",11297105,Routine Inspection
John's Food Mart,78741,08/06/2024,92,"2238 E BEN WHITE BLVD
SVRD WB AUSTIN, TX 78741
(30.21652, -97.73954)",2803416,Routine Inspection
"Side Bar, The",78701,12/07/2023,86,"602 E 7TH ST
AUSTIN, TX 78701
(30.26733, -97.73645)",2802182,Routine Inspection
McDonalds's #27171,78754,08/22/2024,94,"8500 E US 290 HWY
AUSTIN, TX 78754
(30.32887, -97.66045)",11392280,Routine Inspection
LW - Lake Travis Middle School,78669,04/24/2024,98,"4932 BEE CREEK RD
LAKEWAY, TX 78669
(30.33802, -98.0264)",11181374,Routine Inspection
K BBQ,78752,08/22/2023,82,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.33751, -97.71765)",12395545,Routine Inspection
HandleBar,78701,05/31/2024,87,"121 E 5TH ST
AUSTIN, TX 78701
(30.26679, -97.74197)",10734366,Routine Inspection
PF - Target Store T-2495 (Starbucks),78660,10/04/2024,96,"18700 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46718, -97.59815)",12392899,Routine Inspection
Ann Richards School for Young Women Leaders,78704,04/06/2022,93,"2309 PANTHER TRL
AUSTIN, TX 78704
(30.23788, -97.78804)",12393835,Routine Inspection
Little Sunshine's Playhouse and Preschool,78726,09/04/2024,94,"7710 N FM 620 RD
AUSTIN, TX 78726
(30.40936, -97.85113)",12393157,Routine Inspection
Starbucks #53861,78731,03/28/2023,95,"3637 FAR WEST BLVD
AUSTIN, TX 78731
(30.35491, -97.75635)",11944642,Routine Inspection
